k00	f00	Ankunft_MRH	Abfahrt_MRH
2382267	7	1	1
2382267	8	1	1
2382267	9	1	1
2382267	10	1	1
2382267	11	1	1
2382272	1	1	1
2382272	2	1	1
2382272	3	1	1
2382272	4	1	1
2382272	5	1	1
2382310	1	1	1
2382310	2	1	1
2382310	3	1	1
2382310	4	1	1
2382310	5	1	1
2382310	6	1	1
2382310	7	1	1
2382310	8	1	1
2382310	9	1	1
2390101	1	1	1
2390101	2	1	1
2390223	1	1	1
2390223	2	1	1
2390341	1	1	1
2390341	2	1	1
2390371	1	1	1
2390372	1	1	1
2390372	2	1	1
2390372	3	1	1
2390372	4	1	1
2390470	1	1	1
2390470	2	1	1
2390470	3	1	1
2390470	4	1	1
2390470	5	1	1
2390470	6	1	1
2390470	7	1	1
2390470	8	1	1
2390470	9	1	1
2390556	6	1	0
2390635	1	1	1
2390635	2	1	1
2390635	3	1	1
2390635	4	1	1
2390704	2	1	0
2390729	1	1	1
2390729	2	1	1
2390834	1	1	1
2390834	2	1	1
2390921	1	1	1
2390921	2	1	1
2390956	1	1	1
2390956	2	1	1
2390956	3	1	1
2390956	4	1	1
2390956	5	1	1
2390956	6	1	1
2390956	7	1	1
2390956	8	1	1
2390971	1	1	1
2391263	2	1	0
2391334	5	1	0
2391402	1	1	0
2391456	1	1	1
2391456	2	1	1
2391458	1	1	1
2391534	1	1	1
2391534	2	1	1
2391536	1	1	1
2391536	2	1	1
2391717	1	1	1
2391717	4	1	0
2391718	2	1	0
2391829	1	1	1
2391829	2	1	1
2400122	1	1	1
2400122	2	1	1
2400238	2	1	0
2400264	2	1	0
2400314	1	1	1
2400314	2	1	1
2400314	3	1	1
2400314	4	1	1
2400342	1	1	0
2400352	1	1	1
2400352	2	1	1
2400352	3	1	1
2400352	4	1	1
2400420	1	1	1
2400451	2	1	0
2400533	1	1	1
2400533	2	1	1
2400533	3	1	1
2400533	4	1	1
2400533	5	1	1
2400708	1	1	1
2400708	2	1	1
2400708	3	1	1
2400708	4	1	1
2400973	1	1	1
2400973	2	1	1
2400973	3	1	1
2400973	4	1	1
2401069	1	1	1
2401069	2	1	1
2401070	1	1	1
2401070	2	1	1
2401126	1	1	1
2401126	2	1	1
2401173	1	1	1
2401173	2	1	1
2401214	1	1	1
2401214	2	1	1
2401239	1	1	1
2401239	2	1	1
2401239	3	1	1
2401239	4	1	1
2401257	1	1	1
2401257	2	1	1
2401260	1	1	1
2401260	2	1	1
2401260	3	1	1
2401260	4	1	1
2401266	1	1	0
2401308	2	1	0
2401359	1	1	1
2401359	2	1	1
2401359	3	1	1
2401406	1	1	1
2401406	2	1	1
2401406	3	1	1
2401406	4	1	1
2401422	1	1	1
2401422	2	1	1
2401422	3	1	1
2401422	4	1	1
2401427	1	1	1
2401427	2	1	1
2401427	3	1	1
2401440	1	1	1
2401440	2	1	1
2401442	1	1	1
2401442	2	1	1
2401442	3	1	1
2401541	1	1	0
2401607	2	1	0
2401703	1	1	1
2401703	2	1	1
2401703	3	1	1
2401703	4	1	1
2401703	5	1	1
2401703	6	1	1
2401703	7	1	1
2401703	8	1	1
2401703	9	1	1
2401703	10	1	1
2401703	11	1	1
2410118	1	1	1
2410124	2	1	0
2410125	1	1	1
2410125	2	1	1
2410126	1	1	1
2410126	2	1	1
2410126	3	1	1
2410126	4	1	1
2410211	1	1	0
2410221	1	1	1
2410221	2	1	1
2410222	1	1	1
2410222	2	1	1
2410229	1	1	1
2410229	2	1	1
2410244	1	1	1
2410244	2	1	1
2410244	3	1	1
2410244	4	1	1
2410244	5	1	1
2410244	6	1	1
2410244	7	1	1
2410244	8	1	1
2410244	9	1	1
2410244	10	1	1
2410244	11	1	1
2410448	1	1	1
2410448	2	1	1
2410448	3	1	1
2410448	4	1	1
2410448	5	1	1
2410448	6	1	1
2410451	2	1	0
2410451	3	1	1
2410451	4	1	1
2410451	5	1	1
2410451	6	1	1
2410451	7	1	1
2410451	8	1	1
2410451	9	1	1
2410451	10	1	1
2410460	1	1	1
2410526	1	1	1
2410526	2	1	1
2410526	3	1	1
2410526	4	1	1
2410567	1	1	1
2410567	2	1	1
2410567	3	1	1
2410567	4	1	1
2410567	5	1	1
2410567	6	1	1
2410632	1	1	1
2410632	2	1	1
2410650	1	1	1
2410650	2	1	1
2410746	1	1	1
2410746	2	1	1
2410747	1	1	1
2410747	2	1	1
2410752	2	1	0
2410810	1	1	1
2410810	2	1	1
2410818	1	1	1
2410818	2	1	1
2410822	1	1	1
2410822	2	1	1
2410828	1	1	1
2410828	2	1	1
2410828	3	1	1
2410828	4	1	1
2410828	5	1	1
2410828	6	1	1
2410828	7	1	1
2410828	8	1	1
2410828	9	1	1
2410828	10	1	1
2410828	11	1	1
2410832	1	1	1
2410832	2	1	1
2410832	3	1	1
2410832	4	1	1
2411062	1	1	1
2411062	2	1	1
2411062	3	1	1
2411063	1	1	1
2411063	2	1	1
2411063	3	1	1
2411063	4	1	1
2411063	5	1	1
2411063	6	1	1
2411063	7	1	1
2411063	8	1	1
2411063	9	1	1
2411063	10	1	1
2411063	11	1	1
2411074	1	1	1
2411074	2	1	1
2411074	3	1	1
2411074	4	1	1
2411074	5	1	1
2411074	6	1	1
2411074	7	1	1
2411074	8	1	1
2411074	9	1	1
2411074	10	1	1
2411074	11	1	1
2411112	1	1	1
2411112	2	1	1
2411113	1	1	1
2411113	2	1	1
2411270	1	1	1
2411270	2	1	1
2411270	3	1	1
2411270	4	1	1
2411270	5	1	1
2411335	1	1	1
2411335	2	1	1
2411335	3	1	1
2411335	4	1	1
2411335	5	1	1
2411335	6	1	1
2411410	1	1	1
2411410	2	1	1
2411434	1	1	1
2411434	2	1	1
2411434	3	1	1
2411610	1	1	1
2411610	2	1	1
2411635	1	1	1
2411635	2	1	1
2411636	1	1	1
2411636	2	1	1
2411730	1	1	1
2411730	2	1	1
2411730	3	1	1
2411730	4	1	1
2411760	1	1	1
2411760	2	1	1
2411760	3	1	1
2411760	4	1	1
2411760	5	1	1
2411760	6	1	1
2411761	1	1	1
2411761	2	1	1
2411761	3	1	1
2411761	4	1	1
2411761	5	1	1
2411761	6	1	1
2412034	1	1	1
2412034	2	1	1
2412034	3	1	1
2412034	4	1	1
2412034	5	1	1
2412034	6	1	1
2412034	7	1	1
2412034	8	1	1
2412035	1	1	1
2412035	2	1	1
2412050	1	1	1
2412050	2	1	1
2412050	3	1	1
2412064	1	1	1
2412064	2	1	1
2412064	3	1	1
2412111	1	1	1
2412111	2	1	1
2412111	3	1	1
2412111	4	1	1
2412162	2	1	0
2412209	1	1	1
2412209	2	1	1
2412232	1	1	1
2412232	2	1	1
2412245	1	1	1
2412245	2	1	1
2412368	1	1	1
2412368	2	1	1
2412368	3	1	1
2412368	4	1	1
2412368	5	1	1
2412368	6	1	1
2412513	2	1	0
2412514	1	1	1
2412514	2	1	1
2412514	3	1	1
2412514	4	1	1
2412536	1	1	1
2412536	2	1	1
2412536	3	1	1
2412536	4	1	1
2412559	1	1	1
2412559	2	1	1
2412570	1	1	1
2412570	2	1	1
2412828	1	1	1
2412828	2	1	1
2412844	1	1	1
2412844	2	1	1
2412851	1	1	0
2412955	1	1	1
2413055	1	1	1
2413055	2	1	1
2413110	1	1	1
2413110	2	1	1
2413110	3	1	1
2413110	4	1	1
2413110	5	1	1
2413144	1	1	1
2413144	2	1	1
2413144	3	1	1
2413144	4	1	1
2413144	5	1	1
2413144	6	1	1
2413144	7	1	1
2413144	8	1	1
2413144	9	1	1
2420101	1	1	1
2420101	2	1	1
2420101	3	1	1
2420101	4	1	1
2420101	5	1	1
2420101	6	1	1
2420101	7	1	1
2420101	8	1	1
2420101	9	1	1
2420101	10	1	1
2420127	1	1	1
2420127	2	1	1
2420211	1	1	1
2420211	2	1	1
2420211	3	1	1
2420211	4	1	1
2420211	5	1	1
2420221	1	1	0
2420221	3	1	0
2420221	5	1	0
2420238	1	1	1
2420238	2	1	1
2420321	2	1	0
2420418	1	1	1
2420418	2	1	1
2420418	3	1	1
2420418	4	1	1
2420418	5	1	1
2420465	1	1	1
2420465	2	1	1
2420543	2	1	0
2420549	1	1	1
2420549	2	1	1
2420620	2	1	0
2420632	1	1	1
2420632	2	1	1
2420654	1	1	1
2420654	2	1	1
2420654	3	1	1
2420654	4	1	1
2420654	5	1	1
2420654	6	1	1
2420654	7	1	1
2420658	2	1	0
2420667	1	1	1
2420667	2	1	1
2420824	1	1	1
2420824	2	1	1
2420824	3	1	1
2420824	4	1	1
2420824	5	1	1
2420859	1	1	1
2420859	2	1	1
2420859	3	1	1
2420859	4	1	1
2420873	1	1	1
2420873	2	1	1
2420916	1	1	1
2420916	2	1	1
2420927	1	1	1
2420927	2	1	1
2420929	1	1	1
2420929	2	1	1
2420961	1	1	1
2420961	2	1	1
2421141	1	1	1
2421141	2	1	1
2421158	1	1	1
2421158	2	1	1
2421247	1	1	1
2421247	2	1	1
2421248	1	1	1
2421248	2	1	1
2421248	3	1	1
2421248	4	1	1
2421248	5	1	1
2421425	1	1	1
2421425	2	1	1
2421425	3	1	1
2421425	4	1	1
2421459	1	1	0
2421541	1	1	1
2421541	2	1	1
2421541	3	1	1
2421541	4	1	1
2421609	1	1	1
2421609	2	1	1
2421630	1	1	1
2421630	2	1	1
2421630	3	1	1
2421630	4	1	1
2421630	5	1	1
2421654	1	1	1
2421654	2	1	1
2421654	3	1	1
2421654	4	1	1
2421654	5	1	1
2421654	6	1	1
2421711	1	1	1
2421711	2	1	1
2421711	3	1	1
2421711	4	1	1
2421711	5	1	1
2421807	1	1	1
2421807	2	1	1
2421807	3	1	1
2421807	4	1	1
2421808	1	1	1
2421808	2	1	1
2421808	3	1	1
2421808	4	1	1
2421808	5	1	1
2421808	8	1	0
2421809	2	1	0
2421875	1	1	1
2421875	2	1	1
2421911	1	1	1
2421911	2	1	1
2421911	3	1	1
2421911	4	1	1
2421911	5	1	1
2421911	6	1	1
2421911	7	1	1
2421911	8	1	1
2421911	9	1	1
2421941	1	1	1
2421941	2	1	1
2421973	1	1	1
2421973	2	1	1
2421973	3	1	1
2421973	4	1	1
2421973	5	1	1
2421973	6	1	1
2421973	7	1	1
2421974	1	1	1
2422004	1	1	1
2422004	2	1	1
2422008	1	1	0
2422070	1	1	1
2422070	3	1	0
2422070	4	1	1
2422174	1	1	1
2422174	2	1	1
2422174	3	1	1
2422174	4	1	1
2422174	5	1	1
2422174	6	1	1
2422174	7	1	1
2422309	1	1	1
2422309	2	1	1
2422331	2	1	0
2422447	1	1	1
2422447	2	1	1
2422511	1	1	1
2422511	2	1	1
2422511	4	1	0
2422540	1	1	0
2422561	3	1	0
2422636	1	1	1
2422636	2	1	1
2422636	3	1	1
2422636	4	1	1
2422636	5	1	1
2422637	1	1	1
2422637	2	1	1
2422637	3	1	1
2422638	1	1	1
2422638	2	1	1
2422643	2	1	0
2422643	4	1	0
2422643	6	1	0
2422645	1	1	1
2422645	2	1	1
2422645	3	1	1
2422645	4	1	1
2422645	5	1	1
2422645	6	1	1
2422645	7	1	1
2422645	8	1	1
2422645	9	1	1
2422731	1	1	1
2422731	2	1	1
2422731	3	1	1
2422731	4	1	1
2422731	5	1	1
2422731	6	1	1
2422731	7	1	1
2422731	8	1	1
2422736	1	1	1
2422736	2	1	1
2422739	1	1	1
2422739	2	1	1
2422740	1	1	1
2422740	2	1	1
2422740	3	1	1
2422740	4	1	1
2422740	5	1	1
2422740	6	1	1
2422740	7	1	1
2422740	8	1	1
2422740	9	1	1
2422740	10	1	1
2422740	11	1	1
2422852	1	1	1
2422852	2	1	1
2422852	3	1	1
2422869	2	1	0
2422904	1	1	1
2422904	2	1	1
2422906	1	1	1
2422906	2	1	1
2422906	3	1	1
2430119	1	1	1
2430119	2	1	1
2430119	3	1	1
2430119	4	1	1
2430119	5	1	1
2430119	6	1	1
2430119	7	1	1
2430120	1	1	1
2430120	2	1	1
2430122	1	1	1
2430122	2	1	1
2430122	3	1	1
2430122	4	1	1
2430122	5	1	1
2430122	6	1	1
2430323	1	1	1
2430323	2	1	1
2430323	3	1	1
2430323	4	1	1
2430323	5	1	1
2430323	6	1	1
2430323	7	1	1
2430323	8	1	1
2430323	9	1	1
2430323	10	1	1
2430367	1	1	1
2430367	2	1	1
2430368	1	1	1
2430368	2	1	1
2430368	3	1	1
2430368	4	1	1
2430368	5	1	1
2430368	6	1	1
2430368	7	1	1
2430407	1	1	1
2430407	2	1	1
2430440	1	1	1
2430440	2	1	1
2430466	2	1	0
2430474	1	1	1
2430474	2	1	1
2430474	3	1	1
2430474	4	1	1
2430505	1	1	0
2430536	1	1	1
2430536	2	1	1
2430536	3	1	1
2430536	4	1	1
2430536	5	1	1
2430553	1	1	1
2430553	2	1	1
2430553	3	1	1
2430553	4	1	1
2430561	2	1	0
2430707	1	1	1
2430707	2	1	1
2430707	3	1	1
2430707	4	1	1
2430760	1	1	1
2430760	2	1	1
2430760	3	1	1
2430760	4	1	1
2430764	3	1	0
2430765	1	1	0
2430847	2	1	0
2440122	1	1	1
2440122	2	1	1
2440122	3	1	1
2440122	4	1	1
2440122	5	1	1
2440122	6	1	1
2440122	7	1	1
2440122	8	1	1
2440122	9	1	1
2440209	1	1	0
2440253	1	1	1
2440253	2	1	1
2440263	1	1	1
2440263	2	1	1
2440413	1	1	1
2440413	2	1	1
2440413	3	1	1
2440413	4	1	1
2450102	1	1	1
2450102	2	1	1
2450102	3	1	1
2450102	4	1	1
2450102	5	1	1
2450102	6	1	1
2450102	7	1	1
2450102	8	1	1
2450144	1	1	1
2450144	2	1	1
2450149	1	1	1
2450149	2	1	1
2460140	1	1	1
2460140	2	1	1
2460140	3	1	1
2460142	1	1	1
2460142	2	1	1
2460142	3	1	1
2460142	4	1	1
2460142	5	1	1
2460142	6	1	1
2460142	7	1	1
2460160	1	1	1
2460160	2	1	1
2470120	1	1	1
2470121	1	1	1
2470121	2	1	1
2470121	3	1	1
2470121	4	1	1
2470121	5	1	1
2470121	6	1	1
2470121	7	1	1
2490112	1	1	0
2490125	2	1	0
1470433	1	0	1
1470647	2	0	1
1470946	12	0	1
1480204	2	0	1
1480223	1	0	1
1480763	1	0	1
1480915	4	0	1
1482042	2	0	1
1482254	5	0	1
1482448	2	0	1
1482817	2	0	1
1483021	2	0	1
1483129	3	0	1
1483709	11	0	1
1483761	1	0	1
1490804	1	0	1
1491464	2	0	1
1491705	1	0	1
1491707	1	0	1
1492008	1	0	1
1492567	2	0	1
1492646	2	0	1
1492670	2	0	1
1500114	3	0	1
1500130	4	0	1
1500169	12	0	1
1500235	1	0	1
1500801	1	0	1
1501251	12	0	1
1501255	12	0	1
1501275	2	0	1
1501318	5	0	1
1501343	2	0	1
1501670	4	0	1
1501815	1	0	1
1501815	4	0	1
1501845	1	0	1
1501873	2	0	1
1501935	8	0	1
1502139	6	0	1
1502144	4	0	1
1502225	1	0	1
1502225	12	0	1
1502328	2	0	1
1502330	2	0	1
1502331	4	0	1
1502837	2	0	1
1502924	1	0	1
1502935	2	0	1
1503023	1	0	1
1503208	5	0	1
1503225	1	0	1
1503268	6	0	1
1510327	12	0	1
1510403	1	0	1
1510523	1	0	1
1510904	1	0	1
1511838	2	0	1
1512360	1	0	1
1512422	2	0	1
1512617	1	0	1
1512905	1	0	1
1512923	3	0	1
1513124	1	0	1
2010242	1	0	1
2010468	2	0	1
2010474	1	0	1
2010633	1	0	1
2010648	6	0	1
2011056	1	0	1
2011449	4	0	1
2011643	2	0	1
2011711	2	0	1
2020165	1	0	1
2020272	6	0	1
2020401	2	0	1
2020724	2	0	1
2021342	1	0	1
2030434	3	0	1
2030541	1	0	1
2030806	12	0	1
2040311	4	0	1
2040517	2	0	1
2041143	2	0	1
2041152	5	0	1
2041468	1	0	1
2041853	2	0	1
2050519	1	0	1
2050557	5	0	1
2050856	2	0	1
2060425	12	0	1
2060439	2	0	1
2060538	5	0	1
2060544	2	0	1
2060544	7	0	1
2060637	3	0	1
2060640	2	0	1
2060746	6	0	1
2070205	3	0	1
2070217	3	0	1
2070342	12	0	1
2070444	2	0	1
2070512	2	0	1
2080825	5	0	1
2081039	12	0	1
2081706	4	0	1
2090807	1	0	1
2091002	12	0	1
2091009	12	0	1
2091402	1	0	1
2091467	1	0	1
2091744	12	0	1
2091821	3	0	1
2091832	12	0	1
2091902	2	0	1
2091906	1	0	1
2091935	1	0	1
2092019	4	0	1
2092020	12	0	1
2092357	2	0	1
2092562	1	0	1
2092819	3	0	1
2092933	1	0	1
2093111	12	0	1
2093644	6	0	1
2094168	12	0	1
2094231	1	0	1
2094352	2	0	1
2094519	12	0	1
2094803	12	0	1
2094807	1	0	1
2094834	1	0	1
2094861	2	0	1
2094912	1	0	1
2094916	3	0	1
2094926	1	0	1
2094951	6	0	1
2095008	3	0	1
2095152	2	0	1
2100411	2	0	1
2100615	4	0	1
2101409	7	0	1
2101672	3	0	1
2101711	3	0	1
2102350	12	0	1
2102636	1	0	1
2102955	1	0	1
2103312	2	0	1
2103358	2	0	1
2103523	4	0	1
2103551	8	0	1
2103556	1	0	1
2103614	3	0	1
2103727	12	0	1
2110266	1	0	1
2110267	1	0	1
2110432	1	0	1
2110715	1	0	1
2110928	1	0	1
2111135	2	0	1
2111315	1	0	1
2111512	1	0	1
2111544	1	0	1
2111545	2	0	1
2112108	1	0	1
2112315	12	0	1
2112355	1	0	1
2112362	2	0	1
2112562	1	0	1
2112567	1	0	1
2112620	3	0	1
2112621	1	0	1
2112709	2	0	1
2112841	1	0	1
2112945	12	0	1
2113308	12	0	1
2114074	2	0	1
2114931	1	0	1
2120419	2	0	1
2121229	1	0	1
2121230	1	0	1
2121601	12	0	1
2121638	6	0	1
2122108	2	0	1
2122108	4	0	1
2130556	2	0	1
2130708	1	0	1
2131457	1	0	1
2140163	12	0	1
2140508	1	0	1
2141913	12	0	1
2141940	12	0	1
2142037	1	0	1
2142802	3	0	1
2142968	2	0	1
2143110	2	0	1
2150146	1	0	1
2150146	3	0	1
2150146	5	0	1
2150635	3	0	1
2150767	12	0	1
2150818	1	0	1
2151032	2	0	1
2151307	1	0	1
2151749	2	0	1
2160418	12	0	1
2160773	1	0	1
2160801	12	0	1
2161006	2	0	1
2161167	1	0	1
2161852	1	0	1
2161934	2	0	1
2162242	1	0	1
2162501	12	0	1
2162538	2	0	1
2170501	5	0	1
2170761	3	0	1
2170974	4	0	1
2171750	2	0	1
2171922	2	0	1
2171931	2	0	1
2172232	1	0	1
2172440	1	0	1
2172440	12	0	1
2172454	2	0	1
2172541	2	0	1
2172628	2	0	1
2172656	1	0	1
2172661	2	0	1
2173002	3	0	1
2173313	1	0	1
2173450	2	0	1
2180425	2	0	1
2200334	2	0	1
2200355	1	0	1
2210374	2	0	1
2210473	1	0	1
2210534	2	0	1
2210534	5	0	1
2210534	7	0	1
2210534	9	0	1
2211070	2	0	1
2211216	1	0	1
2211557	1	0	1
2220110	1	0	1
2220211	1	0	1
2220649	1	0	1
2220801	1	0	1
2221027	2	0	1
2221435	1	0	1
2221620	3	0	1
2221708	2	0	1
2222139	4	0	1
2222171	1	0	1
2222227	3	0	1
2222266	7	0	1
2222345	2	0	1
2223034	1	0	1
2223111	1	0	1
2223217	1	0	1
2223221	1	0	1
2223235	3	0	1
2223515	1	0	1
2223520	2	0	1
2223711	1	0	1
2223760	1	0	1
2224162	2	0	1
2230301	3	0	1
2230356	1	0	1
2230374	1	0	1
2230559	3	0	1
2230563	2	0	1
2231358	2	0	1
2231813	1	0	1
2231843	1	0	1
2232407	1	0	1
2240323	3	0	1
2240810	2	0	1
2240871	2	0	1
2240873	1	0	1
2240874	1	0	1
2241135	1	0	1
2241139	1	0	1
2241164	2	0	1
2241175	2	0	1
2241230	1	0	1
2241268	12	0	1
2241357	1	0	1
2241434	12	0	1
2241445	1	0	1
2241524	3	0	1
2242452	2	0	1
2242724	1	0	1
2242744	2	0	1
2243172	1	0	1
2243174	2	0	1
2243226	1	0	1
2243241	12	0	1
2243246	2	0	1
2243246	12	0	1
2243346	1	0	1
2243512	12	0	1
2243669	2	0	1
2243909	4	0	1
2250201	1	0	1
2250846	3	0	1
2251209	10	0	1
2251374	12	0	1
2251942	1	0	1
2252061	1	0	1
2252171	1	0	1
2252313	2	0	1
2252505	2	0	1
2260134	1	0	1
2260147	4	0	1
2260314	1	0	1
2260928	1	0	1
2261410	2	0	1
2270250	1	0	1
2270432	2	0	1
2271342	12	0	1
2272210	1	0	1
2272561	2	0	1
2272760	1	0	1
2280122	1	0	1
2280130	2	0	1
2280241	1	0	1
2280516	1	0	1
2280549	1	0	1
2280848	1	0	1
2281075	2	0	1
2281332	6	0	1
2281334	4	0	1
2281365	2	0	1
2281537	12	0	1
2281713	2	0	1
2281827	2	0	1
2282261	4	0	1
2282306	1	0	1
2282306	11	0	1
2282322	1	0	1
2282437	1	0	1
2290305	1	0	1
2291074	2	0	1
2291204	1	0	1
2291213	3	0	1
2291407	2	0	1
2291533	2	0	1
2291720	1	0	1
2291739	12	0	1
2291910	1	0	1
2292148	8	0	1
2310320	2	0	1
2310353	2	0	1
2310355	1	0	1
2310444	3	0	1
2310636	1	0	1
2330138	2	0	1
2330671	12	0	1
2340256	2	0	1
2340553	12	0	1
2340574	1	0	1
2340845	1	0	1
2350237	2	0	1
2350453	2	0	1
2350457	2	0	1
2350671	4	0	1
2350827	1	0	1
2351217	3	0	1
2351217	12	0	1
2351345	1	0	1
2352206	2	0	1
2352364	4	0	1
2352542	3	0	1
2352952	2	0	1
2353016	2	0	1
2353131	12	0	1
2353622	1	0	1
2353645	2	0	1
2353817	2	0	1
2354640	2	0	1
2354667	6	0	1
2360240	1	0	1
2360332	12	0	1
2360458	2	0	1
2360917	2	0	1
2361167	1	0	1
2361168	1	0	1
2361174	12	0	1
2361219	12	0	1
2361228	1	0	1
2361228	3	0	1
2361228	5	0	1
2361228	7	0	1
2361228	9	0	1
2361232	12	0	1
2361252	12	0	1
2361547	2	0	1
2361641	1	0	1
2361657	1	0	1
2361675	2	0	1
2361725	5	0	1
2361727	2	0	1
2362255	1	0	1
2370638	4	0	1
2370638	6	0	1
2370744	3	0	1
2370809	5	0	1
2370842	12	0	1
2370928	12	0	1
2371614	1	0	1
2371621	1	0	1
2371623	1	0	1
2371630	2	0	1
2371702	12	0	1
2371724	12	0	1
2371734	2	0	1
2371952	1	0	1
2371975	1	0	1
2372240	1	0	1
2372532	5	0	1
2372542	4	0	1
2372643	12	0	1
2372704	2	0	1
2372706	1	0	1
2373336	1	0	1
2380856	1	0	1
2380865	2	0	1
2381172	1	0	1
2381172	4	0	1
2381249	9	0	1
2381460	4	0	1
2381527	2	0	1
2381619	1	0	1
2381707	1	0	1
2381834	12	0	1
2382267	12	0	1
2382406	1	0	1
2390556	7	0	1
2390704	1	0	1
2391263	1	0	1
2391334	1	0	1
2391402	2	0	1
2391567	1	0	1
2391717	2	0	1
2391718	1	0	1
2400238	1	0	1
2400264	3	0	1
2400305	1	0	1
2400342	2	0	1
2400420	2	0	1
2401266	2	0	1
2401308	1	0	1
2401607	1	0	1
2401703	12	0	1
2410124	1	0	1
2410211	2	0	1
2410244	12	0	1
2410451	1	0	1
2410752	1	0	1
2410828	12	0	1
2410907	1	0	1
2411063	12	0	1
2411074	12	0	1
2411734	1	0	1
2412513	1	0	1
2412851	2	0	1
2420101	11	0	1
2420221	2	0	1
2420221	4	0	1
2420221	6	0	1
2420321	1	0	1
2420428	1	0	1
2420543	1	0	1
2420620	1	0	1
2420658	1	0	1
2421459	2	0	1
2421808	6	0	1
2421809	3	0	1
2422008	2	0	1
2422070	2	0	1
2422331	1	0	1
2422511	3	0	1
2422540	2	0	1
2422643	1	0	1
2422643	3	0	1
2422643	5	0	1
2422740	12	0	1
2422869	3	0	1
2430466	1	0	1
2430764	4	0	1
2430765	2	0	1
2430847	3	0	1
2490112	2	0	1
2490125	1	0	1
